NDC,Cellular Operator,Telecom Circles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9203,t,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9204,t,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9205,t,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9206,t,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9207,t,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9208,t,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9209,t,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9210,t,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9211,t,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9212,t,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9213,t,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9214,t,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9215,t,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9216,t,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9217,t,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9218,t,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9219,t,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9220,t,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9221,t,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9222,t,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9223,t,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9224,t,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9225,t,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9226,t,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9227,t,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9228,t,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9229,t,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9230,t,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9231,t,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9232,t,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9233,t,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9234,t,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9235,t,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9236,t,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9237,t,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9238,t,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9239,t,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9240,t,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9241,t,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9242,t,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9243,t,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9244,t,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9245,t,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9246,t,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9247,t,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9248,t,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9249,t,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250,t,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9251,t,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9252,t,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9253,t,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9254,t,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9255,t,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9256,t,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9257,t,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9258,t,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9259,t,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9260,t,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9261,t,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9262,t,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9263,t,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9264,t,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9265,t,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9266,t,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9267,t,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9268,t,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9269,t,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9270,t,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9271,t,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9272,t,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9273,t,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9274,t,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9275,t,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9276,t,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9277,t,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9278,t,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9279,t,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9280,t,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9281,t,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9282,t,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9283,t,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9284,t,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9285,t,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9286,t,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9287,t,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9288,t,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9289,t,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9290,t,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9291,t,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9292,t,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9293,t,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9294,t,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9295,t,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9296,t,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9297,t,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9298,t,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9299,t,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9300,r,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9301,r,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9302,r,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9303,r,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9304,r,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9305,r,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9306,r,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9307,r,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9308,r,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9309,r,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9310,r,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9311,r,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9312,r,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9313,r,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314,r,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9315,r,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316,r,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9317,r,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9318,r,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319,r,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9320,r,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9321,r,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9322,r,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9323,r,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9324,r,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325,r,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9326,r,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9327,r,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9328,r,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9329,r,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9330,r,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9331,r,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9332,r,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9333,r,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9334,r,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9335,r,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9336,r,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9337,r,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9338,r,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9339,r,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9340,r,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9341,r,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9342,r,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9343,r,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9344,r,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9345,r,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9346,r,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9347,r,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9348,r,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9349,r,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9350,r,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9351,r,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9352,r,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9353,r,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9354,r,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9355,r,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9356,r,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9357,r,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9358,r,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9359,r,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9360,r,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9361,r,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9362,r,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9363,r,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9364,r,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9365,r,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9366,r,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9367,r,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9368,r,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9369,r,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9370,r,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9371,r,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9372,r,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9373,r,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9374,r,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9375,r,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9376,r,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9377,r,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9378,r,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9379,r,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9380,r,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9381,r,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9382,r,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9383,r,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9384,r,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9385,r,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9386,r,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9387,r,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9388,r,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9389,r,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9390,r,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9391,r,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9392,r,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9393,r,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9394,r,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9395,r,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9396,r,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9397,r,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9398,r,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9399,r,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9400,B,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9401,B,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9402,B,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9403,B,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9404,B,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9405,B,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9406,B,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9407,B,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9408,B,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9409,B,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9410,B,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9411,B,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9412,B,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9413,B,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9414,B,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9415,B,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9416,B,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9417,B,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9418,B,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9419,B,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9420,B,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9421,B,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9422,B,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9423,B,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9424,B,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9425,B,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9426,B,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9427,B,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9428,B,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9429,B,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9430,B,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9431,B,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9432,B,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9433,B,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9434,B,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9435,B,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9436,B,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9437,B,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9438,B,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9439,B,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9440,B,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9441,B,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9442,B,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9443,B,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9444,B,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9445,B,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446,B,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9447,B,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9448,B,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9449,B,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9450,B,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9451,B,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9452,B,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9453,B,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9454,B,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9455,B,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9456,B,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9457,B,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9458,B,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9459,B,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9460,B,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9461,B,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9462,B,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9463,B,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9464,B,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9465,B,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9466,B,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9467,B,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9468,B,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9469,B,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9470,B,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9471,B,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9472,B,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9473,B,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9474,B,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9475,B,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9476,B,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9477,B,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9478,B,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9479,B,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9480,B,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9481,B,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9482,B,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9483,B,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9484,B,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9485,B,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9486,B,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9487,B,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9488,B,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9489,B,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9490,B,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9491,B,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9492,B,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9493,B,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9494,B,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9495,B,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9496,B,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9497,B,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9498,B,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499,B,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9500,A,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9501,A,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9502,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9503,A,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9504,C,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9505,I,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9506,I,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9507,I,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9508,R,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9509,R,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9510,R,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9511,E,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9512,V,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9513,E,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9514,E,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9515,E,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9516,E,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9517,E,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9518,E,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9519,E,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9520,E,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9521,E,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9522,E,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9523,E,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9524,C,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9525,I,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9526,I,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9527,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9528,R,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9529,R,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9530,B,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9531,B,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9532,B,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9533,R,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9534,V,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9535,A,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9536,V,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9537,V,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9538,V,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9539,V,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9540,I,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9541,R,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9542,I,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9543,R,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9544,I,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9545,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9547,A,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9548,R,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9549,V,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9550,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9551,C,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9552,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9553,I,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9554,V,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9555,R,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9556,A,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9557,A,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9558,A,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9559,A,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9560,A,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9561,A,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9562,I,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9563,C,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9564,V,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9565,V,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9566,A,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9567,A,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9568,I,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
